Recall,Precision,Threshold
1.0,0.03503348789283874,6.3505377e-06
1.0,0.03505154639175258,6.3862612e-06
1.0,0.035069623517276945,6.430962e-06
1.0,0.03508771929824561,6.4928518e-06
1.0,0.035105833763551884,6.516946e-06
1.0,0.03512396694214876,6.5401878e-06
1.0,0.0351421188630491,6.581671e-06
1.0,0.03516028955532575,6.642471e-06
1.0,0.03517847904811174,6.662461e-06
1.0,0.035196687370600416,6.6631537e-06
1.0,0.03521491455204557,6.680174e-06
1.0,0.035233160621761656,6.697665e-06
1.0,0.0352514256091239,6.7546766e-06
1.0,0.035269709543568464,6.7780816e-06
1.0,0.03528801245459263,6.9510907e-06
1.0,0.035306334371754934,6.9912257e-06
1.0,0.03532467532467533,7.025312e-06
1.0,0.035343035343035345,7.055337e-06
1.0,0.03536141445657826,7.1012396e-06
1.0,0.03537981269510926,7.1370255e-06
1.0,0.035398230088495575,7.142091e-06
1.0,0.035416666666666666,7.2434177e-06
1.0,0.03543512245961438,7.2701314e-06
1.0,0.035453597497393116,7.2702833e-06
1.0,0.03547209181011998,7.2732523e-06
1.0,0.03549060542797495,7.3322612e-06
1.0,0.035509138381201046,7.467534e-06
1.0,0.035527690700104496,7.5135954e-06
1.0,0.03554626241505489,7.521639e-06
1.0,0.03556485355648536,7.567514e-06
1.0,0.035583464154892726,7.672359e-06
1.0,0.0356020942408377,7.700977e-06
1.0,0.035620743844945,7.743765e-06
1.0,0.03563941299790356,7.775816e-06
1.0,0.0356581017304667,7.789272e-06
1.0,0.035676810073452254,8.057294e-06
1.0,0.03569553805774278,8.113683e-06
1.0,0.03571428571428571,8.205559e-06
1.0,0.03573305307409354,8.343946e-06
1.0,0.035751840168243953,8.406285e-06
1.0,0.03577064702788006,8.494667e-06
1.0,0.035789473684210524,8.524116e-06
1.0,0.03580832016850974,8.6652235e-06
1.0,0.03582718651211802,8.730912e-06
1.0,0.03584607274644175,8.891123e-06
1.0,0.035864978902953586,8.899139e-06
1.0,0.035883905013192614,8.928773e-06
1.0,0.03590285110876452,9.044116e-06
1.0,0.03592181722134179,9.209925e-06
1.0,0.035940803382663845,9.221192e-06
1.0,0.035959809624537285,9.250911e-06
1.0,0.03597883597883598,9.503011e-06
1.0,0.035997882477501325,9.503292e-06
1.0,0.036016949152542374,9.562293e-06
1.0,0.036036036036036036,9.7567045e-06
1.0,0.036055143160127257,9.783193e-06
1.0,0.03607427055702918,9.855524e-06
1.0,0.036093418259023353,9.924668e-06
1.0,0.036112586298459905,9.939301e-06
1.0,0.036131774707757705,1.0287522e-05
1.0,0.03615098351940457,1.04053925e-05
1.0,0.036170212765957444,1.0479004e-05
1.0,0.036189462480042574,1.0604983e-05
1.0,0.0362087326943557,1.0682065e-05
1.0,0.036228023441662226,1.0718065e-05
1.0,0.03624733475479744,1.0729172e-05
1.0,0.03626666666666667,1.1015997e-05
1.0,0.03628601921024546,1.1203417e-05
1.0,0.036305392418579815,1.1226658e-05
1.0,0.03632478632478633,1.1229902e-05
1.0,0.036344200962052375,1.134189e-05
1.0,0.03636363636363636,1.160016e-05
